Category,Street ID,Street Name,Context,Outcome Category,Outcome Date,Service,Location Subtype,ID,Persistent ID,Epoch,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location
Other theft,964912,On or near Parkway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75297693,54817755c90afd79fb5edcc7ec994cd706f5dfa418f3b1e0f6e79f74f135730f,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528749.252,183725.723,-0.144979,51.537761,This is only an approximation of where the crime happened,18/02/2021,"(51.537761, -0.144979)"
Other theft,964855,On or near Pratt Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75297817,fe16a8a3733a102ee6eebf7045ff3e3dbdabf1386e9ff654265adc9bc7d0e6c6,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,529054.236,183684.726,-0.140599,51.537323,This is only an approximation of where the crime happened,18/02/2021,"(51.537323, -0.140599)"
Other theft,965067,On or near Waterside Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75299662,67cd42e4d397360710c033fc77978fa874b2a923945efbb33cd4890e55a1c850,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528331.251,183941.695,-0.150924,51.539797,This is only an approximation of where the crime happened,18/02/2021,"(51.539797, -0.150924)"
Other theft,965125,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75299514,f5c78684e0208ec5de890e80fd2d257367d1a0b20f093229a36da2bb379776fa,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528676.258,184138.699,-0.14588,51.541489,This is only an approximation of where the crime happened,18/02/2021,"(51.541489, -0.14588)"
Other theft,965087,On or near Jamestown Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75293828,fe8758012cc2cfd0b16f793fe3d39222347685d97d03b6d60183024885f809a4,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528673.254,183991.742,-0.145977,51.540169,This is only an approximation of where the crime happened,18/02/2021,"(51.540169, -0.145977)"
Other theft,965114,On or near Calvert Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75294401,9877878ede6b595b4be47d5c365c12055593346fd73b048aff6e62180a6de9e9,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528183.275,183904.688,-0.15307,51.539498,This is only an approximation of where the crime happened,18/02/2021,"(51.539498, -0.15307)"
Other theft,964929,On or near Theatre/concert Hall,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75289722,1c55927f3f1749534b9e7427562691cf788bd5def927b23c2d48e74e9153fe31,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528787.241,184041.7,-0.144316,51.540592,This is only an approximation of where the crime happened,18/02/2021,"(51.540592, -0.144316)"
Other theft,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75289424,590c435bc8dccf82b2ce6578be32fc42137189d14cd227d983312fc336dd04f5,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Other theft,965087,On or near Jamestown Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75289423,285c0f7419250e6049ee65aaed2268086e6bf00fe324248899ca94403139ba23,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528673.254,183991.742,-0.145977,51.540169,This is only an approximation of where the crime happened,18/02/2021,"(51.540169, -0.145977)"
Other theft,964904,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75286067,97cbca459ec94158c9fdc090ed2a54f570e1077f076d3027ee2e63c2ba139cce,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528956.26,183681.681,-0.142012,51.537318,This is only an approximation of where the crime happened,18/02/2021,"(51.537318, -0.142012)"
Other theft,964871,On or near Greenland Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75286516,defbb89277fa6a88368f85a9fd93f9960daf49042146f95c1ee311bb71a4607e,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528994.242,183792.695,-0.141424,51.538307,This is only an approximation of where the crime happened,18/02/2021,"(51.538307, -0.141424)"
Other theft,964904,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283823,a45437474d71446627c72adb9effcc7a8e177e016af97d6b6c619f9e82a41109,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528956.26,183681.681,-0.142012,51.537318,This is only an approximation of where the crime happened,18/02/2021,"(51.537318, -0.142012)"
Other theft,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283190,240dc09b95dfbb39a5a694e34e75321f1452234bb2a7e0761da0e141afa7470f,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Other theft,965083,On or near Manley Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75285107,8031d8fb552909a2959b1e1baed0c5bc329266b3f80b4ab77f41233a33941a9e,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528141.217,183929.776,-0.153667,51.539733,This is only an approximation of where the crime happened,18/02/2021,"(51.539733, -0.153667)"
Other theft,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75284317,2413048b6d39f26657c15b7f09be5d3819f044bee0eb29cdb69cb0e53c2e17a3,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Other theft,965127,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75284312,1919ac5679fe68f01d0a1c2f79d6da626bdf2fabad3cb9ea0a52d13f7f958810,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528409.259,184105.679,-0.14974,51.541253,This is only an approximation of where the crime happened,18/02/2021,"(51.541253, -0.14974)"
Other theft,964901,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283566,095032505cd45d8db6a90358dd861260a802dc227f4ae6f8e05cddae6dfaafac,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,529146.21,184182.675,-0.139091,51.541777,This is only an approximation of where the crime happened,18/02/2021,"(51.541777, -0.139091)"
Other theft,964908,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75280877,35781489297dac5f6b65092a1db19c3a795f303d2dc97e426e661a84fff3e713,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528882.239,183773.717,-0.143045,51.538162,This is only an approximation of where the crime happened,18/02/2021,"(51.538162, -0.143045)"
Other theft,964904,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75281969,db7bc5c8ad58d66527fa1eeab08efd984c74a9152237e76b919e7ece806f7a0b,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528956.26,183681.681,-0.142012,51.537318,This is only an approximation of where the crime happened,18/02/2021,"(51.537318, -0.142012)"
Other theft,965061,On or near Regent's Park Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75281088,e0f23b9fda0e604471322f9bd99ea48ad1b5936b33d85d50fffd28160cdcd6bc,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,527999.225,184227.743,-0.155605,51.542443,This is only an approximation of where the crime happened,18/02/2021,"(51.542443, -0.155605)"
Other theft,964909,On or near Underhill Street,,Investigation complete; no suspect identified,03/01/2020 12:00:00 AM,Police Force,,75312474,72c5b6b417fc57dee88192e6ef95f6bef71655c8c3cd1ad8e97396e2dcabb56d,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528889.253,183740.736,-0.142956,51.537864,This is only an approximation of where the crime happened,18/02/2021,"(51.537864, -0.142956)"
Other theft,965064,On or near Shopping Area,,Investigation complete; no suspect identified,03/01/2020 12:00:00 AM,Police Force,,75319116,9e92aa478543be71b59541857a32afc5aa0c1c156e8528067371c5e945a527aa,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528522.261,184224.707,-0.148068,51.542297,This is only an approximation of where the crime happened,18/02/2021,"(51.542297, -0.148068)"
Other theft,1488686,Camden Town (lu Station),,,,British Transport Police,London Underground Station,89438691,,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528898.438,183911.884,-0.142761,51.5394,This is only an approximation of where the crime happened,18/02/2021,"(51.5394, -0.142761)"
Other theft,1488686,Camden Town (lu Station),,,,British Transport Police,London Underground Station,89438690,,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528898.438,183911.884,-0.142761,51.5394,This is only an approximation of where the crime happened,18/02/2021,"(51.5394, -0.142761)"
Other theft,1488686,Camden Town (lu Station),,,,British Transport Police,London Underground Station,89438689,,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528898.438,183911.884,-0.142761,51.5394,This is only an approximation of where the crime happened,18/02/2021,"(51.5394, -0.142761)"
Other theft,1486841,Camden Road (station),,,,British Transport Police,Station,89438807,,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,529114.445,184206.681,-0.13954,51.542,This is only an approximation of where the crime happened,18/02/2021,"(51.542, -0.13954)"
Other theft,965140,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283466,8af825e592c61d5e9fa683d2c53b38ff3d7f95bbe6ff9b4898d9e0807e600c0a,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528648.214,184122.744,-0.14629,51.541352,This is only an approximation of where the crime happened,18/02/2021,"(51.541352, -0.14629)"
Other theft,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75296719,fb13213805f7635d9d254891e202793cc8e8f7f361b01af64cbc696600a4ca80,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Other theft,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75309590,213e93172c3163d58cc3444dab87952b9a37fbf35189ed2fa25002af5424e93e,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Public order,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283793,1ad2354c2e686591c4fb178378b9ef8e00452588aa799e03e5385aa455c2321b,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Public order,965098,On or near Gilbeys Yard,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75291572,f6939223b7402f8506f25f5fcb6f58dfa9ddfa279165c5e84b09b9f14882175c,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528486.246,184057.665,-0.148648,51.540804,This is only an approximation of where the crime happened,18/02/2021,"(51.540804, -0.148648)"
Public order,964925,On or near Camden High Street,,Court result unavailable,01/01/2020 12:00:00 AM,Police Force,,75283388,1568dcbbdae4dbcdc03f5922a10309bbb7be333ae7702add1040f028050a1d2d,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528818.243,184017.672,-0.143878,51.540369,This is only an approximation of where the crime happened,18/02/2021,"(51.540369, -0.143878)"
Public order,964928,On or near Nightclub,,Court result unavailable,07/01/2020 12:00:00 AM,Police Force,,75298030,2a80f08d25244e29dd103baab734d13f01921fbbc9e1a788f275e8596f4b26f3,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Public order,964928,On or near Nightclub,,Court result unavailable,07/01/2020 12:00:00 AM,Police Force,,75298031,2a80f08d25244e29dd103baab734d13f01921fbbc9e1a788f275e8596f4b26f3,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Public order,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75337768,2f1659b44ba3def3866fab6138175576584c9b172e1d76892841c5a89ea6ed7b,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Public order,964908,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75337567,50b87e31caf8ac89b62ffb3eff05380f040bfa3d7d5d1e7b70b9473aba6caf10,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528882.239,183773.717,-0.143045,51.538162,This is only an approximation of where the crime happened,18/02/2021,"(51.538162, -0.143045)"
Public order,965098,On or near Gilbeys Yard,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75334528,6d1a8c727a8890916a7c61ca68fa3ebdbc6cf71b496ef25959986912317736ba,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528486.246,184057.665,-0.148648,51.540804,This is only an approximation of where the crime happened,18/02/2021,"(51.540804, -0.148648)"
Public order,964928,On or near Nightclub,,Court result unavailable,07/01/2020 12:00:00 AM,Police Force,,75298029,2a80f08d25244e29dd103baab734d13f01921fbbc9e1a788f275e8596f4b26f3,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Public order,965098,On or near Gilbeys Yard,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75334529,6d1a8c727a8890916a7c61ca68fa3ebdbc6cf71b496ef25959986912317736ba,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528486.246,184057.665,-0.148648,51.540804,This is only an approximation of where the crime happened,18/02/2021,"(51.540804, -0.148648)"
Public order,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333762,14f1abea81569a301d8dff77569a108b5b504a4a4a922abfa362ad49fcbcdbf1,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Public order,965125,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75306065,850e74e37222bcf9dc33edf823fbea649dee2258dc51d8d2bfd1e58497a72deb,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528676.258,184138.699,-0.14588,51.541489,This is only an approximation of where the crime happened,18/02/2021,"(51.541489, -0.14588)"
Public order,964871,On or near Greenland Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75306025,9528ee48e9a7413fd79237ac3056abb67e45c0f27d9d0798bf7f7b0112148b35,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528994.242,183792.695,-0.141424,51.538307,This is only an approximation of where the crime happened,18/02/2021,"(51.538307, -0.141424)"
Public order,964873,On or near Greenland Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75330130,6e93166d0373099ec4d1fc3d517f1ac8964a9e74e202db5cb818b2558de94023,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528987.226,183836.692,-0.141509,51.538704,This is only an approximation of where the crime happened,18/02/2021,"(51.538704, -0.141509)"
Public order,964873,On or near Greenland Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75330129,6e93166d0373099ec4d1fc3d517f1ac8964a9e74e202db5cb818b2558de94023,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528987.226,183836.692,-0.141509,51.538704,This is only an approximation of where the crime happened,18/02/2021,"(51.538704, -0.141509)"
Public order,964909,On or near Underhill Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75325105,1d5178ef119726014e5a48f701339cc415287141533c8c3b95a6794da7f9bdb5,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528889.253,183740.736,-0.142956,51.537864,This is only an approximation of where the crime happened,18/02/2021,"(51.537864, -0.142956)"
Public order,964925,On or near Camden High Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75310894,a3fed3449d36dec6d524ea231950614b16740225fcd8bcfb1b356c417a296f0f,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528818.243,184017.672,-0.143878,51.540369,This is only an approximation of where the crime happened,18/02/2021,"(51.540369, -0.143878)"
Public order,1488686,Camden Town (lu Station),,,,British Transport Police,London Underground Station,89438694,,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528898.438,183911.884,-0.142761,51.5394,This is only an approximation of where the crime happened,18/02/2021,"(51.5394, -0.142761)"
Public order,1488686,Camden Town (lu Station),,,,British Transport Police,London Underground Station,89438693,,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528898.438,183911.884,-0.142761,51.5394,This is only an approximation of where the crime happened,18/02/2021,"(51.5394, -0.142761)"
Public order,964903,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75309094,45989d021d1fac56d236e7643a46b1a3800fb6590e3f72583699a5325cfd7fe2,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,529030.221,184039.745,-0.140815,51.540519,This is only an approximation of where the crime happened,18/02/2021,"(51.540519, -0.140815)"
Public order,964867,On or near Jeffrey's Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75334530,729b21f72ddc1349606a4a19978c6afdad6b49709f5f104b86f9ac51d9b1e8bc,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,529090.221,184359.734,-0.139833,51.543381,This is only an approximation of where the crime happened,18/02/2021,"(51.543381, -0.139833)"
Public order,1488686,Camden Town (lu Station),,,,British Transport Police,London Underground Station,89438692,,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528898.438,183911.884,-0.142761,51.5394,This is only an approximation of where the crime happened,18/02/2021,"(51.5394, -0.142761)"
Public order,1486841,Camden Road (station),,,,British Transport Police,Station,89438808,,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,529114.445,184206.681,-0.13954,51.542,This is only an approximation of where the crime happened,18/02/2021,"(51.542, -0.13954)"
Public order,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75318240,160afa561eff9e1011408c008f56c8f81c209ea72708308adf5f4e04b9fda14f,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Public order,964920,On or near Early Mews,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75290361,0ebdbf23fdefc2bc4e0502ed2d019a9e2639324a6e1ae6da140b96e9df29850e,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528777.223,183949.757,-0.144494,51.539768,This is only an approximation of where the crime happened,18/02/2021,"(51.539768, -0.144494)"
Public order,964927,On or near Albert Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75323167,4f7d4d595344ddde47cc205267885eaf8ec8cbd9a94823667301b8b290830412,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528805.269,183656.709,-0.144197,51.537128,This is only an approximation of where the crime happened,18/02/2021,"(51.537128, -0.144197)"
Public order,964920,On or near Early Mews,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75346952,99f1293d3d9c81f78b34dc1c9776ed86b56eff65306087c2dd2b19882e158cb3,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528777.223,183949.757,-0.144494,51.539768,This is only an approximation of where the crime happened,18/02/2021,"(51.539768, -0.144494)"
Robbery,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75285170,a97b2f3ad46409db66a93457a3161056c7d97d41e293cc6c5f535bcfbfc937f1,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Robbery,964887,On or near Camden High Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283067,2c75b33055384d9a3a280d64b95e680db1355b55e19909ee7628d6a497b10513,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528956.245,183769.698,-0.14198,51.538109,This is only an approximation of where the crime happened,18/02/2021,"(51.538109, -0.14198)"
Robbery,964929,On or near Theatre/concert Hall,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75334520,63bb20031b32fdc7f03f8f3b45147ece869b84db28204fbfe20e24b77857ee51,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528787.241,184041.7,-0.144316,51.540592,This is only an approximation of where the crime happened,18/02/2021,"(51.540592, -0.144316)"
Robbery,964928,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319832,4d8b3b90160097cacd26c2bd41d47424f480627193e2dbb3cefefb5c42d4bcb1,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528881.209,183942.714,-0.142998,51.539681,This is only an approximation of where the crime happened,18/02/2021,"(51.539681, -0.142998)"
Robbery,965125,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319896,b331e2fa313f0ad16b3beb0c5fa59bdb5d51016a978d83c725f22a5f161b0983,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528676.258,184138.699,-0.14588,51.541489,This is only an approximation of where the crime happened,18/02/2021,"(51.541489, -0.14588)"
Robbery,964871,On or near Greenland Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75346646,6f5f40fbf5047b8516f26673e75ece00e3ed1b42e4c86572798a69acb7b9d715,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528994.242,183792.695,-0.141424,51.538307,This is only an approximation of where the crime happened,18/02/2021,"(51.538307, -0.141424)"
Robbery,965109,On or near Chalk Farm Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75347061,62d7372c031353fc5cca88498e5dadd2b12dabe5be89b5a5e063b2bdb3efbd46,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528361.218,184320.668,-0.150354,51.543196,This is only an approximation of where the crime happened,18/02/2021,"(51.543196, -0.150354)"
Robbery,964914,On or near Lewis Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75338190,0b13b7000a04146a0bb1945179c9a2e4e5101d7f128eb7ca833562a8d12e88c3,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528793.241,184499.74,-0.144062,51.544707,This is only an approximation of where the crime happened,18/02/2021,"(51.544707, -0.144062)"
Robbery,965140,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75338822,d9a0d78d10611ce985239666f8adcb22eec6e52cda93ed7d957b106f89600553,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528648.214,184122.744,-0.14629,51.541352,This is only an approximation of where the crime happened,18/02/2021,"(51.541352, -0.14629)"
Robbery,965080,On or near Parkway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75302213,7bdba066123c7c64a83611259ca73e1d5af3b42e049fcedc93bc4e92e6196321,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528640.259,183568.738,-0.146607,51.536375,This is only an approximation of where the crime happened,18/02/2021,"(51.536375, -0.146607)"
Robbery,964855,On or near Pratt Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75304833,b205414b0a92e8bc03ed8f343c769d58a278ea87454594fc13ec8090453941b7,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,529054.236,183684.726,-0.140599,51.537323,This is only an approximation of where the crime happened,18/02/2021,"(51.537323, -0.140599)"
Robbery,964871,On or near Greenland Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75305596,871b707264dc3eb372977cc5d24b80553603044006b59b17b2493725b45e0498,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528994.242,183792.695,-0.141424,51.538307,This is only an approximation of where the crime happened,18/02/2021,"(51.538307, -0.141424)"
Robbery,964901,On or near Nightclub,,Investigation complete; no suspect identified,06/01/2020 12:00:00 AM,Police Force,,75307281,1f08d276393e1ab03d5e5d6e8fdd83befa5b5fad33c79e0258c212688b641b06,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,529146.21,184182.675,-0.139091,51.541777,This is only an approximation of where the crime happened,18/02/2021,"(51.541777, -0.139091)"
Robbery,964920,On or near Early Mews,,Court result unavailable,01/01/2020 12:00:00 AM,Police Force,,75297354,710791c3815b54ceecb84f3a34a716da3bfd987a6641092ffb8849727b6c90a7,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528777.223,183949.757,-0.144494,51.539768,This is only an approximation of where the crime happened,18/02/2021,"(51.539768, -0.144494)"
Robbery,964871,On or near Greenland Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75299772,a5c76f96effa111b9bd1e262eeb292799dabdf6def337bf758f393cc9fa7b9e4,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528994.242,183792.695,-0.141424,51.538307,This is only an approximation of where the crime happened,18/02/2021,"(51.538307, -0.141424)"
Shoplifting,964909,On or near Underhill Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75328536,0a91ff00ac8b815171630cef1863b77a1647117e9a44dbe334d91ce28eec50a6,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528889.253,183740.736,-0.142956,51.537864,This is only an approximation of where the crime happened,18/02/2021,"(51.537864, -0.142956)"
Shoplifting,964871,On or near Greenland Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75307098,d028eced74c9cb3f0597ec9a64d529d7d21b876189aace4c4fd0bf8d1bb58afb,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528994.242,183792.695,-0.141424,51.538307,This is only an approximation of where the crime happened,18/02/2021,"(51.538307, -0.141424)"
Shoplifting,964873,On or near Greenland Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75296023,d55bccf482ed4f1f956ada06fa535c2309f9b5effa55bed542278858078d5f7a,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528987.226,183836.692,-0.141509,51.538704,This is only an approximation of where the crime happened,18/02/2021,"(51.538704, -0.141509)"
Shoplifting,965127,On or near Supermarket,,Local resolution,06/01/2019 12:00:00 AM,Police Force,,75311114,d2437668c9c66ce0cadb7ccbe3b62f06f81505dddfc2c46f3c766507914b9f6c,06/01/2019 12:00:00 AM,00AG02N,Camden Town with Primrose Hill,528409.259,184105.679,-0.14974,51.541253,This is only an approximation of where the crime happened,18/02/2021,"(51.541253, -0.14974)"
